19    -0.17   -0.67461  
19    -0.16   -0.67461  
19    -0.15   -0.67461  
19    -0.14   -0.67461  
19    -0.13   -0.67461  
19    -0.12   -0.67461  
19    -0.11   -0.67461  
19    -0.10   -0.67461  
19    -0.09   -0.67461  
19    -0.08   -0.67461  
19    -0.07   -0.67461  
19    -0.06   -0.67461  
19    -0.05   -0.67461  
19    -0.04   -0.67461  
19    -0.03   -0.67461  
19    -0.02   -0.67461  
19    -0.01   -0.67461  
19    0.00   -0.67461  
19    0.01   -0.67461  
19    0.02   -0.67461  
19    0.03   -0.67461  
19    0.04   -0.67461  
19    0.05   -0.67461  
19    0.06   -0.67461  
19    0.07   -0.67461  
19    0.08   -0.67461  
19    0.09   -0.67461  
19    0.10   -0.67461  
19    0.11   -0.67461  
19    0.12   -0.67461  
19    0.13   -0.67461  
19    0.14   -0.67461  
19    0.15   -0.67461  
19    0.16   -0.67461  
19    0.17   -0.67461  
19    0.18   -0.67461  
19    0.19   -0.67461  
19    0.20   -0.67461  
19    0.21   -0.67461  
19    0.22   -0.67461  
19    0.23   -0.67461  
19    0.24   -0.67461  
19    0.25   -0.67461  
19    0.26   -0.67461  
19    0.27   -0.67461  
19    0.28   -0.67461  
19    0.29   -0.67461  
19    0.30   -0.67461  
19    0.31   -0.67461  
19    0.32   -0.67461  
19    0.33   -0.67461  
19    0.34   -0.67461  
19    0.35   -0.67461  
19    0.36   -0.67461  
19    0.37   -0.67461  
19    0.38   -0.67461  
19    0.39   -0.67461  
19    0.40   -0.67461  
19    0.41   -0.67461  
19    0.42   -0.67461  
19    0.43   -0.67461  
19    0.44   -0.67461  
19    0.45   -0.67461  
19    0.46   -0.67461  
19    0.47   -0.67461  
19    0.48   -0.67461  
19    0.49   -0.67461  
19    0.50   -0.67461  
19    0.51   -0.67461  
19    0.52   -0.67461  
19    0.53   -0.67461  
19    0.54   -0.67461  
19    0.55   -0.67461  
19    0.56   -0.67461  
19    0.57   -0.67461  
19    0.58   -0.67461  
19    0.59   -0.67461  
19    0.60   -0.67461  
19    0.61   -0.67461  
19    0.62   -0.67461  
19    0.63   -0.67461  
19    0.64   -0.67461  
19    0.65   -0.67461  
19    0.66   -0.67461  
19    0.67   -0.67461  
19    0.68   -0.67461  
19    0.69   -0.67461  
19    0.70   -0.67461  
19    0.71   -0.67461  
19    0.72   -0.67461  
19    0.73   -0.67461  
19    0.74   -0.67461  
19    0.75   -0.67461  
19    0.76   -0.67461  
19    0.77   -0.67461  
19    0.78   -0.67461  
19    0.79   -0.67461  
19    0.80   -0.67461  
19    0.81   -0.67461  
19    0.82   -0.67461  
19    0.83   -0.67461  
19    0.84   -0.67461  
19    0.85   -0.67461  
19    0.86   -0.67461  
19    0.87   -0.67461  
19    0.88   -0.67461  
19    0.89   -0.67461  
19    0.90   -0.67461  
19    0.91   -0.67461  
19    0.92   -0.67461  
19    0.93   -0.67461  
19    0.94   -0.67461  
19    0.95   -0.67461  
19    0.96   -0.67461  
19    0.97   -0.67461  
19    0.98   -0.67461  
19    0.99   -0.67461  
19    1.00   -0.67461  
19    1.01   -0.67461  
19    1.02   -0.67461  
19    1.03   -0.67461  
19    1.04   -0.67461  
19    1.05   -0.67461  
19    1.06   -0.67461  
19    1.07   -0.67461  
19    1.08   -0.67461  
19    1.09   -0.67461  
19    1.10   -0.67461  
19    1.11   -0.67461  
19    1.12   -0.67461  
19    1.13   -0.67461  
19    1.14   -0.67461  
19    1.15   -0.67461  
19    1.16   -0.67461  
19    1.17   -0.67461  
19    1.18   -0.67461  
19    1.19   -0.67461  
19    1.20   -0.67461  
19    1.21   -0.67461  
19    1.22   -0.67461  
19    1.23   -0.67461  
19    1.24   -0.67461  
19    1.25   -0.67461  
19    1.26   -0.67461  
19    1.27   -0.67461  
19    1.28   -0.67461  
19    1.29   -0.67461  
19    1.30   -0.67461  
19    1.31   -0.67461  
19    1.32   -0.67461  
19    1.33   -0.67461  
19    1.34   -0.67461  
19    1.35   -0.67461  
19    1.36   -0.67461  
19    1.37   -0.67461  
19    1.38   -0.67461  
19    1.39   -0.67461  
19    1.40   -0.67461  
19    1.41   -0.67461  
19    1.42   -0.67461  
19    1.43   -0.67461  
19    1.44   -0.67461  
19    1.45   -0.67461  
19    1.46   -0.67461  
19    1.47   -0.67461  
19    1.48   -0.67461  
19    1.49   -0.67461  
19    1.50   -0.67461  
19    1.51   -0.67461  
19    1.52   -0.67461  
19    1.53   -0.67461  
19    1.54   -0.67461  
19    1.55   -0.67461  
19    1.56   -0.67461  
19    1.57   -0.67461  
19    1.58   -0.67461  
19    1.59   -0.67461  
19    1.60   -0.67461  
19    1.61   -0.67461  
19    1.62   -0.67461  
19    1.63   -0.67461  
19    1.64   -0.67461  
19    1.65   -0.67461  
19    1.66   -0.67461  
19    1.67   -0.67461  
19    1.68   -0.67461  
19    1.69   -0.67461  
19    1.70   -0.67461  
19    1.71   -0.67461  
19    1.72   -0.67461  
19    1.73   -0.67461  
19    1.74   -0.67461  
19    1.75   -0.67461  
19    1.76   -0.67461  
19    1.77   -0.67461  
19    1.78   -0.67461  
19    1.79   -0.67461  
19    1.80   -0.67461  
19    1.81   -0.67461  
19    1.82   -0.67461  
19    1.83   -0.67461  
19    1.84   -0.67461  
19    1.85   -0.67461  
19    1.86   -0.67461  
19    1.87   -0.67461  
19    1.88   -0.67461  
19    1.89   -0.67461  
19    1.90   -0.67461  
19    1.91   -0.67461  
19    1.92   -0.67461  
19    1.93   -0.67461  
19    1.94   -0.67461  
19    1.95   -0.67461  
19    1.96   -0.67461  
19    1.97   -0.67461  
19    1.98   -0.67461  
19    1.99   -0.67461  
19    2.00   -0.67461  
19    2.01   -0.67461  
19    2.02   -0.67461  
19    2.03   -0.67461  
19    2.04   -0.67461  
19    2.05   -0.67461  
19    2.06   -0.67461  
19    2.07   -0.67461  
19    2.08   -0.67461  
19    2.09   -0.67461  
19    2.10   -0.67461  
19    2.11   -0.67461  
19    2.12   -0.67461  
19    2.13   -0.67461  
19    2.14   -0.67461  
19    2.15   -0.67461  
19    2.16   -0.67461  
19    2.17   -0.67461  
19    2.18   -0.67461  
19    2.19   -0.67461  
19    2.20   -0.67461  
19    2.21   -0.67461  
19    2.22   -0.67461  
19    2.23   -0.67461  
19    2.24   -0.67461  
19    2.25   -0.67461  
19    2.26   -0.67461  
19    2.27   -0.67461  
19    2.28   -0.67461  
19    2.29   -0.67461  
19    2.30   -0.67461  
19    2.31   -0.67461  
19    2.32   -0.67461  
19    2.33   -0.67461  
19    2.34   -0.67461  
19    2.35   -0.67461  
19    2.36   -0.67461  
19    2.37   -0.67461  
19    2.38   -0.67461  
19    2.39   -0.67461  
19    2.40   -0.67461  
19    2.41   -0.67461  
19    2.42   -0.67461  
19    2.43   -0.67461  
19    2.44   -0.67461  
19    2.45   -0.67461  
19    2.46   -0.67461  
19    2.47   -0.67461  
19    2.48   -0.67461  
19    2.49   -0.67461  
19    2.50   -0.67461  
19    2.51   -0.67461  
19    2.52   -0.67461  
19    2.53   -0.67461  
19    2.54   -0.67461  
19    2.55   -0.67461  
19    2.56   -0.67461  
19    2.57   -0.67461  
19    2.58   -0.67461  
19    2.59   -0.67461  
19    2.60   -0.67461  
19    2.61   -0.67461  
19    2.62   -0.67461  
19    2.63   -0.67461  
19    2.64   -0.67461  
19    2.65   -0.67461  
19    2.66   -0.67461  
19    2.67   -0.67461  
19    2.68   -0.67461  
19    2.69   -0.67461  
19    2.70   -0.67461  
19    2.71   -0.67461  
19    2.72   -0.67461  
19    2.73   -0.67461  
19    2.74   -0.67461  
19    2.75   -0.67461  
19    2.76   -0.67461  
19    2.77   -0.67461  
19    2.78   -0.67461  
19    2.79   -0.67461  
19    2.80   -0.67461  
19    2.81   -0.67461  
19    2.82   -0.67461  
19    2.83   -0.67461  
19    2.84   -0.67461  
19    2.85   -0.67461  
19    2.86   -0.67461  
19    2.87   -0.67461  
19    2.88   -0.67461  
19    2.89   -0.67461  
19    2.90   -0.67461  
19    2.91   -0.67461  
19    2.92   -0.67461  
19    2.93   -0.67461  
19    2.94   -0.67461  
19    2.95   -0.67461  
19    2.96   -0.67461  
19    2.97   -0.67461  
19    2.98   -0.67461  
19    2.99   -0.67461  
